id,qs_rank,country_territory,region,name,description,country,city,latitude,longitude,website,image_url,institution_profile,teaching_languages,cost_city,costs_country
211,367,Francja,Europa,Sciences Po,"Sciences Po to francuska uczelnia wyspecjalizowana w naukach politycznych, stosunkach międzynarodowych, prawie, ekonomii i polityce publicznej. Jest szczególnie ceniona przez osoby planujące karierę w administracji, dyplomacji, organizacjach międzynarodowych i analizie społecznej.",Francja,Paris,48.854166666,2.328611111,https://www.sciencespo.fr/,http://commons.wikimedia.org/wiki/Special:FilePath/IEP%20de%20Paris%2C%2027%20rue%20Saint-Guillaume%2C%20Paris%207e.jpg,ogólny,"francuski, angielski",Paris,France
166,1001-1200,Słowacja,Europa,Słowacki Uniwersytet Techniczny w Bratysławie,"Słowacki Uniwersytet Techniczny w Bratysławie to europejska uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych z siedzibą w Bratislava. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.",Słowacja,Bratislava,48.154670570,17.117439510,http://www.stuba.sk,http://commons.wikimedia.org/wiki/Special:FilePath/STU-Building.JPG,techniczny,"słowacki, angielski",Bratislava,Slovakia
29,511,Wielka Brytania,Europa,SOAS University of London,"SOAS University of London to brytyjski uniwersytet badawczy o szerokim profilu akademickim. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.",Wielka Brytania,London Borough of Camden,51.522050000,-0.129000000,https://soas.ac.uk,http://commons.wikimedia.org/wiki/Special:FilePath/School%20of%20Oriental%20%26%20African%20Studies%2C%20London%2003.JPG,ogólny,angielski,London,United Kingdom
213,72,Francja,Europa,Sorbonne Université,Sorbonne Université jest rozpoznawalna dzięki interdyscyplinarnym badaniom oraz licznym powiązaniom z francuskimi instytutami naukowymi.,Francja,Paris,48.850623259,2.340312110,https://www.sorbonne-universite.fr/,http://commons.wikimedia.org/wiki/Special:FilePath/Chapelle%20Sainte-Ursule%20de%20la%20Sorbonne%2C%20Paris%20001.jpg,ogólny,"francuski, angielski",Paris,France
450,1001-1200,Rosja,Europa,Syberyjski Uniwersytet Federalny,"Syberyjski Uniwersytet Federalny to rosyjski uniwersytet publiczny o szerokiej ofercie kształcenia i zapleczu badawczym z siedzibą w Krasnoyarsk. Uczelnia rozwija kierunki humanistyczne, społeczne, przyrodnicze i techniczne, a jej znaczenie często wykracza poza region, w którym działa.",Rosja,Krasnoyarsk,56.004166670,92.772500000,https://sfu.ru/,http://commons.wikimedia.org/wiki/Special:FilePath/Siberian%20Federal%20University%20%28site%204%29%2C%20Krasnoyarsk.JPG,ogólny,"angielski, język lokalny",Krasnoyarsk,Russia
237,1001-1200,Polska,Europa,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie to polska uczelnia o profilu związanym z naukami o życiu, rolnictwem, środowiskiem i technologiami żywności z siedzibą w Ursynów. Uczelnia jest dobrym wyborem dla kandydatów zainteresowanych zrównoważonym rozwojem, gospodarką zasobami naturalnymi i praktycznymi badaniami terenowymi.",Polska,Ursynów,52.161666666,21.048055555,http://www.sggw.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Kampus%20SGGW%20ul.%20Ciszewskiego%20w%20Warszawie.jpg,agricultural,"polski, angielski",Warsaw,Poland
375,781-790,Irlandia,Europa,Technological University Dublin,"Technological University Dublin to irlandzka uczelnia techniczna skoncentrowana na inżynierii, naukach ścisłych i technologiach stosowanych. Szczególnie dobrze pasuje do osób zainteresowanych laboratoriami, projektami badawczo-rozwojowymi, informatyką, automatyką, energetyką lub współpracą z przemysłem.",Irlandia,County Dublin,53.354777777,-6.279194444,https://www.tudublin.ie,http://commons.wikimedia.org/wiki/Special:FilePath/Dublin%20Institute%20of%20Technology%2C%20Grangegorman%20Campus.jpg,ogólny,angielski,Dublin,Ireland
429,499,Rosja,Europa,Tomski Uniwersytet Państwowy,"Tomski Uniwersytet Państwowy to rosyjski uniwersytet publiczny o szerokiej ofercie kształcenia i zapleczu badawczym z siedzibą w Tomsk. Uczelnia rozwija kierunki humanistyczne, społeczne, przyrodnicze i techniczne, a jej znaczenie często wykracza poza region, w którym działa.",Rosja,Tomsk,56.469515000,84.947536000,http://www.tsu.ru/,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%BB%D0%B0%D0%B2%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%BE%D1%80%D0%BF%D1%83%D1%81%20%D0%A2%D0%93%D0%A3.jpg,ogólny,"angielski, język lokalny",Tomsk,Russia
61,1201-1400,Hiszpania,Europa,UCAM Universidad Católica San Antonio de Murcia,"UCAM Universidad Católica San Antonio de Murcia to hiszpański uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Guadalupe de Maciascoque. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Hiszpania,Guadalupe de Maciascoque,37.991631212,-1.185196103,https://www.ucam.edu/,,ogólny,"hiszpański, angielski",Murcia,Spain
182,648,Norwegia,Europa,UiT – Arktyczny Uniwersytet Norwegii,"UiT – Arktyczny Uniwersytet Norwegii to norweski uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Norwegia,Tromsø Municipality,69.680511111,18.973133333,https://en.uit.no/startsida,http://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Troms%C3%B8%20Breivika%20campus.JPG,ogólny,"norweski, angielski",Tromso,Norway
226,624,Hiszpania,Europa,Universidad del Pais Vasco,"Universidad del Pais Vasco to hiszpański uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Basque Country. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Hiszpania,Basque Country,43.331405900,-2.970605800,https://www.ehu.eus/eu/,http://commons.wikimedia.org/wiki/Special:FilePath/Bilbao%20-%20Torre%20Iberdrola%20y%20Paraninfo%20de%20la%20UPV-EHU%202.jpg,ogólny,"hiszpański, angielski",Bilbao,Spain
298,901-950,Hiszpania,Europa,Universidad Europea de Madrid,"Universidad Europea de Madrid to hiszpański uniwersytet badawczy o szerokim profilu akademickim z siedzibą w Villaviciosa de Odón. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.",Hiszpania,Villaviciosa de Odón,40.371830555,-3.918952777,https://universidadeuropea.com/,http://commons.wikimedia.org/wiki/Special:FilePath/European%20University%20of%20Madrid.jpg,ogólny,"hiszpański, angielski",Madrid,Spain
291,581,Hiszpania,Europa,Universidad Pontificia Comillas,"Universidad Pontificia Comillas to hiszpański uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Madrid. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Hiszpania,Madrid,40.430000000,-3.711388890,https://www.comillas.edu,http://commons.wikimedia.org/wiki/Special:FilePath/ICADE%20%28Alberto%20Aguilera%2023%2C%20Madrid%29%2001.jpg,ogólny,"hiszpański, angielski",Madrid,Spain
297,1001-1200,Hiszpania,Europa,Universidad Rey Juan Carlos,"Universidad Rey Juan Carlos to hiszpański uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Madrid. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Hiszpania,Madrid,40.337777780,-3.875000000,https://www.urjc.es,http://commons.wikimedia.org/wiki/Special:FilePath/Rectorado%20urjc.jpg,ogólny,"hiszpański, angielski",Madrid,Spain
110,851-900,Włochy,Europa,Universita' degli Studi della Tuscia,"Universita' degli Studi della Tuscia to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Viterbo. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Włochy,Viterbo,42.413361111,12.112611111,http://www.unitus.it/,http://commons.wikimedia.org/wiki/Special:FilePath/ChiostroUniversity.jpg,ogólny,"włoski, angielski",Rome,Italy
143,801-850,Włochy,Europa,Universita' degli studi di Salerno,"Universita' degli studi di Salerno to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Salerno. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Włochy,Salerno,40.771111111,14.790555555,https://www.unisa.it,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20del%20campus%20di%20Fisciano%20dall%27ingresso%20nord%2C%20Universit%C3%A0%20di%20Salerno.jpg,ogólny,"włoski, angielski",Naples,Italy
126,801-850,Włochy,Europa,Universita' Politecnica delle Marche - UNIVPM,"Universita' Politecnica delle Marche - UNIVPM to włoska uczelnia techniczna, której oferta i badania koncentrują się na inżynierii, informatyce oraz naukach ścisłych z siedzibą w Ancona. Uczelnia stawia na zastosowania praktyczne, pracę projektową i współpracę z otoczeniem gospodarczym.",Włochy,Ancona,43.617300000,13.512700000,https://www.univpm.it/Entra/,http://commons.wikimedia.org/wiki/Special:FilePath/UnivPM-Rettorato.jpg,techniczny,"włoski, angielski",Ancona,Italy
425,473,Szwajcaria,Europa,Università della Svizzera italiana,"Università della Svizzera italiana to szwajcarski uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Szwajcaria,Canton of Ticino,46.010800000,8.958220000,https://www.usi.ch/,http://commons.wikimedia.org/wiki/Special:FilePath/USI%20Universit%C3%A0%20della%20Svizzera%20italiana%20Lugano.jpg,ogólny,"niemiecki, francuski, włoski, angielski",Lugano,Switzerland
20,1001-1200,Hiszpania,Europa,Universitat Jaume I,"Universitat Jaume I to hiszpański uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Castellón de la Plana. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Hiszpania,Castellón de la Plana,39.994444440,-0.068888890,https://www.uji.es,http://commons.wikimedia.org/wiki/Special:FilePath/UJI%20%282%29.jpg,ogólny,"kataloński, angielski",Valencia,Spain
248,485,Grecja,Europa,Uniwersytet Arystotelesa w Salonikach,"Uniwersytet Arystotelesa w Salonikach to grecki uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Grecja,Thessaloniki Municipality,40.630000000,22.958055555,https://www.auth.gr/,http://commons.wikimedia.org/wiki/Special:FilePath/UAT%20philosophy.jpg,ogólny,"grecki, angielski",Thessaloniki,Greece
200,436,Hiszpania,Europa,Universitat Ramon Llull,"Universitat Ramon Llull to hiszpański uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Hiszpania,Sant Gervasi-la Bonanova,41.411583333,2.132916666,https://www.url.edu,http://commons.wikimedia.org/wiki/Special:FilePath/Barcelona%20-%20sign%20by%20Universitat%20Ramon%20Llull%20entrance%20at%20Carrer%20de%20Claraval%2C%203.jpg,ogólny,"hiszpański, angielski",Barcelona,Spain
392,688,Francja,Europa,Université Côte d’Azur,"Université Côte d’Azur to francuski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Nice. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Francja,Nice,43.716896662,7.266552716,https://univ-cotedazur.fr/,http://commons.wikimedia.org/wiki/Special:FilePath/Campus%20de%20Nice.jpg,ogólny,"francuski, angielski",Nice,France
372,751-760,Francja,Europa,Université de Lorraine,"Université de Lorraine to francuski uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Francja,Nancy,48.696236000,6.176544000,https://www.univ-lorraine.fr/,http://commons.wikimedia.org/wiki/Special:FilePath/Pont-%C3%A0-Mousson%20ancienne%20universit%C3%A9%20j%C3%A9suite%201.jpg,ogólny,"francuski, angielski",dane krajowe (Eurostat 2020),France
362,321,Francja,Europa,Université Grenoble Alpes,"Université Grenoble Alpes to francuski uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Francja,Grenoble,45.193055555,5.766944444,https://www.univ-grenoble-alpes.fr/,http://commons.wikimedia.org/wiki/Special:FilePath/Grenoble%20Campus%202016.jpg,ogólny,"francuski, angielski",Grenoble,France
334,227,Belgia,Europa,Université libre de Bruxelles,"Université libre de Bruxelles to belgijski uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Belgia,Brussels,50.811667000,4.381111000,https://www.ulb.be/,http://commons.wikimedia.org/wiki/Special:FilePath/ULB%2020050712.jpg,ogólny,"francuski, angielski",Brussels,Belgium
212,300,Francja,Europa,Université Paris Cité,"Université Paris Cité to francuski uniwersytet badawczy o szerokim profilu akademickim z siedzibą w Paris. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.",Francja,Paris,48.852951111,2.336785277,https://u-paris.fr,http://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A9%20Paris%20Descartes%2C%20Paris%20July%202014.jpg,ogólny,"francuski, angielski",Paris,France
410,246,Irlandia,Europa,University College Cork,"University College Cork to irlandzki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Cork. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Irlandia,Cork,51.892910000,-8.492890000,https://www.ucc.ie,http://commons.wikimedia.org/wiki/Special:FilePath/County%20Cork%20-%20University%20College%20Cork%20-%2020190125141016.jpg,ogólny,angielski,Cork,Ireland
373,118,Irlandia,Europa,University College Dublin,"University College Dublin to irlandzki uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Dublin. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Irlandia,Dublin,53.307600000,-6.219810000,https://www.ucd.ie/,http://commons.wikimedia.org/wiki/Special:FilePath/University%20College%20Dublin%20Campus%20Photo1.jpg,ogólny,angielski,Dublin,Ireland
31,9,Wielka Brytania,Europa,University College London,"University College London to duży, interdyscyplinarny uniwersytet badawczy w Londynie. Wyróżnia się szeroką ofertą kierunków, silnymi badaniami medycznymi i społecznymi oraz miejskim, międzynarodowym charakterem kampusu.",Wielka Brytania,Bloomsbury,51.524722222,-0.133611111,https://www.ucl.ac.uk,http://commons.wikimedia.org/wiki/Special:FilePath/Wilkins%20Building%201%2C%20UCL%2C%20London%20-%20Diliff.jpg,ogólny,angielski,London,United Kingdom
449,306,Dania,Europa,Uniwersytet Aalborg,"Uniwersytet Aalborg to duński uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Dania,Aalborg Municipality,57.015000000,9.985000000,https://www.aau.dk,http://commons.wikimedia.org/wiki/Special:FilePath/AAU%2020210406%203%20ubt.jpg,ogólny,"duński, angielski",Aalborg,Denmark
263,114,Finlandia,Europa,Uniwersytet Aalto,"Uniwersytet Aalto to fiński uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Espoo. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Finlandia,Espoo,60.186111000,24.828611000,https://www.aalto.fi/,http://commons.wikimedia.org/wiki/Special:FilePath/Aalto%20yliopisto%20Otaniemi%202018.jpg,ogólny,"fiński, szwedzki, angielski",Espoo,Finland
328,741-750,Wielka Brytania,Europa,Uniwersytet Aberystwyth,"Uniwersytet Aberystwyth to brytyjski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Aberystwyth. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Wielka Brytania,Aberystwyth,52.418060000,-4.065760000,https://www.aber.ac.uk/en/,http://commons.wikimedia.org/wiki/Special:FilePath/Aberystwyth%20Old%20University%20Building.jpg,ogólny,angielski,Newport,United Kingdom
354,428,Francja,Europa,Uniwersytet Aix-Marseille,"Uniwersytet Aix-Marseille to francuski uniwersytet o szerokim profilu kształcenia i badań. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Francja,Marseille,43.293494444,5.357841666,https://www.univ-amu.fr/,,ogólny,"francuski, angielski",Marseille,France
276,1001-1200,Rumunia,Europa,Uniwersytet Alexandru Ioan Cuza,"Uniwersytet Alexandru Ioan Cuza to rumuński uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Iași. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Rumunia,Iași,47.174230555,27.571691666,http://www.uaic.ro/,http://commons.wikimedia.org/wiki/Special:FilePath/Univ%20Al%20I%20Cuza%20Ia%C5%9Fi.jpg,ogólny,"rumuński, angielski",Iasi,Romania
347,53,Holandia,Europa,Uniwersytet Amsterdamski,"Uniwersytet Amsterdamski to holenderski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Amsterdam. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Holandia,Amsterdam,52.368333333,4.890277777,https://www.uva.nl/,http://commons.wikimedia.org/wiki/Special:FilePath/University%20of%20Amsterdam%20235%202094.jpg,ogólny,"niderlandzki, angielski",Amsterdam,Netherlands
85,395,Wielka Brytania,Europa,Uniwersytet Aston,"Uniwersytet Aston to brytyjski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Birmingham. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Wielka Brytania,Birmingham,52.486000000,-1.889500000,http://www.aston.ac.uk/,http://commons.wikimedia.org/wiki/Special:FilePath/Aston%20Uni%20Lakeside%2001.JPG,ogólny,angielski,Birmingham,United Kingdom
196,172,Hiszpania,Europa,Uniwersytet Autonomiczny w Barcelonie,"Uniwersytet Autonomiczny w Barcelonie to hiszpański uniwersytet badawczy o szerokim profilu akademickim z siedzibą w Cerdanyola del Vallès. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.",Hiszpania,Cerdanyola del Vallès,41.500277777,2.107777777,https://www.uab.cat,http://commons.wikimedia.org/wiki/Special:FilePath/Las%20cuatro%20columnas%20en%20la%20UAB.jpg,ogólny,"hiszpański, angielski",Barcelona,Spain
290,206,Hiszpania,Europa,Uniwersytet Autonomiczny w Madrycie,"Uniwersytet Autonomiczny w Madrycie to hiszpański uniwersytet badawczy o szerokim profilu akademickim z siedzibą w Madrid. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.",Hiszpania,Madrid,40.545300000,-3.696110000,https://www.uam.es,http://commons.wikimedia.org/wiki/Special:FilePath/Madrid%20-%20Campus%20de%20la%20Universidad%20Aut%C3%B3noma%20de%20Madrid%20%28UAM%29-Rectorado%201.JPG,ogólny,"hiszpański, angielski",Madrid,Spain
251,761-770,Rumunia,Europa,Uniwersytet Babes-Bolyai,"Uniwersytet Babes-Bolyai to rumuński uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Cluj-Napoca. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Rumunia,Cluj-Napoca,46.767777777,23.591111111,https://www.ubbcluj.ro/ro/,http://commons.wikimedia.org/wiki/Special:FilePath/Cluj-Napoca%20University%20of%20Babes-Bolyai.JPG,ogólny,"rumuński, angielski",Cluj-Napoca,Romania
329,566,Wielka Brytania,Europa,Uniwersytet Bangor,"Uniwersytet Bangor to brytyjski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Gwynedd. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Wielka Brytania,Gwynedd,53.228900000,-4.130100000,https://www.bangor.ac.uk/,http://commons.wikimedia.org/wiki/Special:FilePath/Bangor%20University%20%2850555605717%29.jpg,ogólny,angielski,Liverpool,United Kingdom
201,160,Hiszpania,Europa,Uniwersytet Barceloński,"Uniwersytet Barceloński to hiszpański uniwersytet badawczy o szerokim profilu akademickim z siedzibą w Barcelona. Dzięki położeniu w dużym ośrodku miejskim uczelnia oferuje dobre warunki do współpracy z instytucjami publicznymi, firmami, organizacjami kultury i partnerami międzynarodowymi.",Hiszpania,Barcelona,41.386666666,2.163888888,https://web.ub.edu/web/ub/,http://commons.wikimedia.org/wiki/Special:FilePath/Universitat%20de%20Barcelona%20-%20panoramio%20%281%29.jpg,ogólny,"kataloński, angielski",Barcelona,Spain
395,158,Szwajcaria,Europa,Uniwersytet Bazylejski,"Uniwersytet Bazylejski to szwajcarski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Basel. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Szwajcaria,Basel,47.558520000,7.583460000,https://www.unibas.ch/,http://commons.wikimedia.org/wiki/Special:FilePath/Old%20University%20Basel.jpg,ogólny,"niemiecki, angielski",Basel,Switzerland
230,761-770,Serbia,Europa,Uniwersytet Belgradzki,"Uniwersytet Belgradzki to serbski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Belgrade. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Serbia,Belgrade,44.818611111,20.457500000,https://www.bg.ac.rs/,http://commons.wikimedia.org/wiki/Special:FilePath/Rektorat%20Beogradskog%20univerziteta.jpg,ogólny,"angielski, język lokalny",Belgrade,Serbia
394,184,Szwajcaria,Europa,Uniwersytet Berneński,"Uniwersytet Berneński to szwajcarski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Bern. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Szwajcaria,Bern,46.950000000,7.437000000,https://www.unibe.ch/,http://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A4t%20Bern.JPG,ogólny,"niemiecki, francuski, włoski, angielski",Bern,Switzerland
87,1001-1200,Wielka Brytania,Europa,Uniwersytet Birmingham City,"Uniwersytet Birmingham City to brytyjski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Birmingham. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Wielka Brytania,Birmingham,52.517222222,-1.898055555,https://www.bcu.ac.uk,http://commons.wikimedia.org/wiki/Special:FilePath/Bar%2042%20UCE%20Birmingham.JPG,ogólny,angielski,Birmingham,United Kingdom
100,138,Włochy,Europa,Uniwersytet Boloński,"Uniwersytet Boloński jest uznawany za najstarszy działający uniwersytet w Europie, z tradycją sięgającą XI wieku. Dziś jest dużą uczelnią badawczą o szerokiej ofercie kierunków i silnej obecności międzynarodowej, także dzięki sieci kampusów we Włoszech.",Włochy,Bologna,44.493888888,11.342777777,https://www.unibo.it,http://commons.wikimedia.org/wiki/Special:FilePath/Palazzo%20Poggi%20UniBo.jpg,ogólny,"włoski, angielski",Bologna,Italy
86,801-850,Wielka Brytania,Europa,Uniwersytet Bournemouth,"Uniwersytet Bournemouth to brytyjski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Bournemouth, Christchurch and Poole. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Wielka Brytania,"Bournemouth, Christchurch and Poole",50.743200000,-1.896900000,http://www.bournemouth.ac.uk,http://commons.wikimedia.org/wiki/Special:FilePath/Bournemouth%20Uni%20entrance.jpg,ogólny,angielski,Bournemouth,United Kingdom
273,761-770,Rumunia,Europa,Uniwersytet Bukareszteński,"Uniwersytet Bukareszteński to rumuński uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Bucharest. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Rumunia,Bucharest,44.435555555,26.101116666,https://unibuc.ro/,http://commons.wikimedia.org/wiki/Special:FilePath/Bucharest%20university.jpg,ogólny,"rumuński, angielski",Bucharest,Romania
3,660,Włochy,Europa,Uniwersytet Ca’ Foscari w Wenecji,"Uniwersytet Ca’ Foscari w Wenecji to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Venice. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Włochy,Venice,45.434464000,12.327145000,https://www.unive.it,http://commons.wikimedia.org/wiki/Special:FilePath/%28Venice%29%20Ca%27%20Foscari.jpg,ogólny,"włoski, angielski",Venice,Italy
25,6,Wielka Brytania,Europa,Uniwersytet Cambridge,"Uniwersytet Cambridge to kolegialny uniwersytet badawczy o wyjątkowo długiej tradycji akademickiej i silnej pozycji w naukach ścisłych, medycynie oraz humanistyce. Uczelnia jest znana z ekosystemu innowacji Cambridge oraz licznych powiązań z laboratoriami, startupami i instytutami badawczymi.",Wielka Brytania,Cambridgeshire,52.205355979,0.113157269,https://www.cam.ac.uk/,http://commons.wikimedia.org/wiki/Special:FilePath/St%20John%27s%20College%20Second%20Court%2C%20Cambridge%2C%20UK%20-%20Diliff.jpg,ogólny,angielski,Cambridge,United Kingdom
55,1201-1400,Wielka Brytania,Europa,Uniwersytet Canterbury Christ Church,"Uniwersytet Canterbury Christ Church to brytyjski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Canterbury. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Wielka Brytania,Canterbury,51.279722222,1.089166666,http://www.canterbury.ac.uk/,http://commons.wikimedia.org/wiki/Special:FilePath/Canterbury%20Christ%20Church%20University%20-%20geograph.org.uk%20-%20984484.jpg,ogólny,angielski,Canterbury,United Kingdom
144,851-900,Włochy,Europa,Uniwersytet Catania,"Uniwersytet Catania to włoski uniwersytet o szerokim profilu kształcenia i badań z siedzibą w Catania. Uczelnia łączy programy humanistyczne, społeczne, przyrodnicze lub techniczne z projektami naukowymi oraz współpracą międzynarodową.",Włochy,Catania,37.503600000,15.086700000,https://www.unict.it,http://commons.wikimedia.org/wiki/Special:FilePath/Catania%20BW%202012-10-06%2011-26-20.JPG,ogólny,"włoski, angielski",Catania,Italy
